Epoch,epoch,eval/Actions Max,eval/Actions Mean,eval/Actions Min,eval/Actions Std,eval/Average Returns,eval/Num Paths,eval/Returns Max,eval/Returns Mean,eval/Returns Min,eval/Returns Std,eval/Rewards Max,eval/Rewards Mean,eval/Rewards Min,eval/Rewards Std,eval/env_infos/final/is_success Max,eval/env_infos/final/is_success Mean,eval/env_infos/final/is_success Min,eval/env_infos/final/is_success Std,eval/env_infos/initial/is_success Max,eval/env_infos/initial/is_success Mean,eval/env_infos/initial/is_success Min,eval/env_infos/initial/is_success Std,eval/env_infos/is_success Max,eval/env_infos/is_success Mean,eval/env_infos/is_success Min,eval/env_infos/is_success Std,eval/num paths total,eval/num steps total,eval/path length Max,eval/path length Mean,eval/path length Min,eval/path length Std,expl/Actions Max,expl/Actions Mean,expl/Actions Min,expl/Actions Std,expl/Average Returns,expl/Num Paths,expl/Returns Max,expl/Returns Mean,expl/Returns Min,expl/Returns Std,expl/Rewards Max,expl/Rewards Mean,expl/Rewards Min,expl/Rewards Std,expl/env_infos/final/is_success Max,expl/env_infos/final/is_success Mean,expl/env_infos/final/is_success Min,expl/env_infos/final/is_success Std,expl/env_infos/initial/is_success Max,expl/env_infos/initial/is_success Mean,expl/env_infos/initial/is_success Min,expl/env_infos/initial/is_success Std,expl/env_infos/is_success Max,expl/env_infos/is_success Mean,expl/env_infos/is_success Min,expl/env_infos/is_success Std,expl/num paths total,expl/num steps total,expl/path length Max,expl/path length Mean,expl/path length Min,expl/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Alpha,trainer/Alpha Loss,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/num train calls,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/normal/log_std Max,trainer/policy/normal/log_std Mean,trainer/policy/normal/log_std Min,trainer/policy/normal/log_std Std,trainer/policy/normal/std Max,trainer/policy/normal/std Mean,trainer/policy/normal/std Min,trainer/policy/normal/std Std
1975,1975,0.74356484,0.009919136,-0.9577983,0.071063355,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9880,9880000,1000,1000.0,1000,0.0,0.72423315,0.011243431,-0.9155448,0.11624622,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977,1977000,1000,1000.0,1000,0.0,1000000,0.00400648801587522,20.323217979923356,4.382158015039749,0.9453035119804554,0.018366227974183857,14.955564111936837,0.01773071801289916,41063.16056575946,8.890696335583925e-05,3.09024217131082e-05,3.68367338180542,15.409208,7.354722,1.2933097,1.7836615,100.02088,-99.6568,-100.01982,-100.04919,0.027823959,-99.68678,-100.01787,-100.0556,0.027209312,-99.67685,-100.0184,-100.09148,0.02805727,2.91447e-05,6.7732784e-05,1976000,0.9999413,0.012959072,-0.94451547,0.08420892,-0.87098336,-2.4209192,-2.7380047,0.2133525,0.41853976,0.09101021,0.06469932,0.02187403
1976,1976,0.2511855,0.005522055,-0.8599935,0.075571656,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9885,9885000,1000,1000.0,1000,0.0,0.5167053,0.0033931683,-0.863551,0.12645192,-998.0,1,-998.0,-998.0,-998.0,0.0,-0.0,-0.998,-1.0,0.044676615807377355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002,0.0,0.044676613,1978,1978000,1000,1000.0,1000,0.0,1000000,0.003874627989716828,19.980902101437096,4.283423010958359,0.945743769989349,0.016835641989018768,14.715560065524187,0.015380573982838541,41083.946989976685,8.441100362688303e-05,3.0048327971599065e-05,-1.7885737419128418,9.79661,6.828232,0.6498089,1.7859446,100.05542,-99.685196,-100.01628,-100.046844,0.041801006,-99.67996,-100.05392,-100.13649,0.051577788,-99.67441,-100.05409,-100.11514,0.052501246,0.0017028174,0.0017228062,1977000,0.47282442,0.007272583,-0.4444454,0.075888865,-1.7237504,-2.369675,-2.7119653,0.20417124,0.17839585,0.0955389,0.06640617,0.02046218
1977,1977,0.9722705,0.008385088,-0.9776853,0.07534117,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9890,9890000,1000,1000.0,1000,0.0,0.9902972,0.008860202,-0.98695904,0.12461132,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979,1979000,1000,1000.0,1000,0.0,1000000,0.0038079190417192876,19.81469108571764,4.463333330990281,0.9812277649762109,0.016521433950401843,14.336347553820815,0.013391805987339467,41104.55199960747,6.127695087343454e-05,2.7967682399321347e-05,0.519202709197998,10.193804,7.0495205,-2.733971,1.8271612,100.032265,-99.73067,-100.01978,-100.048485,0.023911543,-99.75326,-100.03088,-100.06262,0.024027681,-99.74029,-100.01634,-100.05087,0.023420086,0.00013679788,2.1071157e-05,1978000,0.70722544,0.012393695,-0.34417185,0.07916417,-1.8125026,-2.3940256,-2.7315304,0.21269935,0.16324508,0.0934054,0.06511955,0.020754939
1978,1978,0.5393193,0.0029220553,-0.40283784,0.06028262,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9895,9895000,1000,1000.0,1000,0.0,0.42975706,0.0026070988,-0.3808564,0.108745605,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980,1980000,1000,1000.0,1000,0.0,1000000,0.0038860909990034997,19.47279628389515,4.289413612044882,0.9452839240548201,0.014271517982706428,14.210790741839446,0.009094527980778366,41124.79757715971,5.5868993513286114e-05,3.0152617910061963e-05,1.8474308252334595,11.671951,7.17748,0.97517097,1.7994015,100.02582,-99.72114,-100.02031,-100.05278,0.032658126,-99.728264,-100.00156,-100.07695,0.03278549,-99.74383,-100.02603,-100.06226,0.032385476,0.00041265,4.1592448e-05,1979000,0.9147441,0.0016149917,-0.9001169,0.08688493,-1.269463,-2.4180908,-2.8978186,0.21893482,0.2809825,0.091324076,0.055143375,0.021214021
1979,1979,0.88130695,0.004302114,-0.626364,0.061750554,-999.2,5,-998.0,-999.2,-1000.0,0.7483314773547883,-0.0,-0.9992,-1.0,0.028272955275315665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0008,0.0,0.028272955,9900,9900000,1000,1000.0,1000,0.0,0.40175286,0.0054253377,-0.39418337,0.11036243,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981,1981000,1000,1000.0,1000,0.0,1000000,0.0037663980037905276,19.996922387043014,4.285440698033199,0.9415015949634835,0.015832223987672478,14.7368008880876,0.013504191010724753,41145.598480406275,7.639295654371381e-05,3.372839273652062e-05,3.125579357147217,10.219941,7.3035374,-3.313065,1.8001685,100.07336,-99.75202,-100.01997,-100.05123,0.027670233,-99.773705,-100.06749,-100.110176,0.031921655,-99.76432,-100.0316,-100.080795,0.030935848,0.0023276974,0.00023318033,1980000,0.6506215,0.004710049,-0.63836473,0.06777809,-1.763379,-2.4258647,-2.7630467,0.22334316,0.17146452,0.09067696,0.06309923,0.020945644
1980,1980,0.9996447,0.0011944694,-0.8578648,0.067874186,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9905,9905000,1000,1000.0,1000,0.0,0.9932605,-0.00040071568,-0.8163452,0.13115387,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982,1982000,1000,1000.0,1000,0.0,1000000,0.004075745993759483,20.30788339715218,4.342178157996386,0.9590660890098661,0.015274813980795443,14.9751257392345,0.012096533959265798,41166.730056694476,6.631697760894895e-05,3.991149424109608e-05,-0.8612737059593201,9.836515,6.914968,-0.8697727,1.8309083,100.01669,-99.7413,-100.021736,-100.05145,0.02707089,-99.738594,-100.01576,-100.069084,0.028331475,-99.75547,-100.01573,-100.08891,0.031596523,0.00025487886,0.00055677735,1981000,0.997317,8.175675e-05,-0.43653688,0.07245862,-0.86868834,-2.3868332,-2.753355,0.22447106,0.41950142,0.09436127,0.063713744,0.02302312
1981,1981,0.97216994,-0.014104011,-0.9581606,0.09202148,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9910,9910000,1000,1000.0,1000,0.0,0.72538877,-0.008537905,-0.48834074,0.119290404,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983,1983000,1000,1000.0,1000,0.0,1000000,0.004152311012148857,19.75912349257851,4.276488994946703,0.9392672830144875,0.015784226008690894,14.510141033562832,0.013219590997323394,41187.28439531033,7.005303632467985e-05,3.1337349355453625e-05,-1.6091086864471436,24.910229,6.844841,-1.4215428,2.199297,100.00949,-99.84779,-100.01955,-100.04892,0.02562041,-99.717445,-100.00048,-100.08039,0.036773812,-99.81715,-99.988525,-100.06329,0.026556456,0.0008735303,0.0010662796,1982000,0.4853533,-0.018981298,-0.9998798,0.11434018,-0.014830163,-2.348549,-2.695332,0.2579035,0.98527926,0.09946026,0.067519955,0.04132366
1982,1982,0.9779627,-0.0023300492,-0.9722207,0.06393129,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9915,9915000,1000,1000.0,1000,0.0,0.50967383,-0.004080885,-0.49157333,0.110886276,-999.0,1,-999.0,-999.0,-999.0,0.0,-0.0,-0.999,-1.0,0.03160696125855822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.0,0.031606965,1984,1984000,1000,1000.0,1000,0.0,1000000,0.003930059028789401,19.912557902396657,4.345110289985314,0.961068366013933,0.016252123983576894,14.57162462035194,0.014489012013655156,41207.99170144228,8.343101944774389e-05,3.100515095866285e-05,-0.6124361753463745,10.027185,6.941006,-1.0316005,1.8647951,100.01628,-99.874054,-100.02025,-100.04805,0.017205417,-99.878975,-100.01317,-100.05132,0.01754527,-99.87078,-100.01555,-100.0542,0.017942214,8.254743e-05,4.8309867e-05,1983000,0.14125656,-0.0024442316,-0.29442817,0.06040656,-1.8145409,-2.4058647,-2.709868,0.2132023,0.16291268,0.092324905,0.0665456,0.020687588
1983,1983,0.9508743,0.003433109,-0.9508808,0.06754525,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9920,9920000,1000,1000.0,1000,0.0,0.40134874,0.0036599345,-0.37453312,0.1137496,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1985,1985000,1000,1000.0,1000,0.0,1000000,0.0038245979812927544,20.003808014502283,4.300433418015018,0.9435490460018627,0.017095979012083262,14.72336235747207,0.015454215987119824,41228.8017981599,8.840003283694386e-05,3.816711250692606e-05,0.4195946455001831,14.100966,7.0412436,1.7288862,2.0546808,100.01066,-99.6933,-100.01761,-100.04965,0.032265704,-99.711494,-100.004486,-100.06726,0.032377467,-99.70511,-100.006256,-100.04422,0.031513736,0.000374224,0.00020498416,1984000,0.9910081,0.006655678,-0.8899177,0.09726068,-1.4118595,-2.4081407,-2.8818805,0.21597283,0.24368972,0.09219929,0.0560293,0.021373976
1984,1984,0.9979338,0.0014717391,-0.8725834,0.061713975,-999.8,5,-999.0,-999.8,-1000.0,0.4000000000000001,-0.0,-0.9998,-1.0,0.014140721339450827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.0,0.014140723,9925,9925000,1000,1000.0,1000,0.0,0.999546,-4.975278e-05,-0.9810291,0.122390844,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1986,1986000,1000,1000.0,1000,0.0,1000000,0.003764077031519264,19.954543609230313,4.339051979011856,0.9778958329698071,0.016545820981264114,14.603741068218369,0.013481375994160771,41249.55440108455,6.345502333715558e-05,3.7315094232326373e-05,-0.6968154311180115,14.449791,6.9316587,-2.7481608,2.0159936,100.02285,-99.74912,-100.018936,-100.051476,0.028514016,-99.74272,-100.01757,-100.05462,0.029545728,-99.75835,-100.01095,-100.09704,0.030840859,2.789398e-05,0.00030912287,1985000,0.99273896,-0.0004263709,-0.88219494,0.08794109,-1.0399165,-2.389006,-2.851034,0.2274697,0.3534842,0.09429087,0.057784546,0.024037149
1985,1985,0.7493268,-0.0017634034,-0.73291457,0.059061307,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9930,9930000,1000,1000.0,1000,0.0,0.7907916,-0.0025568218,-0.7624718,0.113474175,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987,1987000,1000,1000.0,1000,0.0,1000000,0.0038819749606773257,20.249033250904176,4.319197802979033,0.9449534449959174,0.017004375986289233,14.948683308961336,0.015228622010909021,41270.627833354985,8.372101001441479e-05,3.287099752924405e-05,-2.222677230834961,17.050974,6.784685,-0.08258629,2.0132682,100.091965,-99.83508,-100.02121,-100.05201,0.02096742,-99.745964,-99.9879,-100.08567,0.038478937,-99.73119,-100.083496,-100.24186,0.05793546,0.0022053744,0.0065925797,1986000,0.43358094,-0.0046260147,-0.96118224,0.07692654,-1.825313,-2.3752148,-2.6819458,0.22143258,0.16116719,0.0954215,0.06842987,0.022830289
1986,1986,0.6130067,-0.0058939354,-0.66121423,0.06429646,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9935,9935000,1000,1000.0,1000,0.0,0.45143855,-0.01139255,-0.98643166,0.12693536,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988,1988000,1000,1000.0,1000,0.0,1000000,0.0037327479803934693,20.061305158771574,4.3086258380208164,0.9446169519796968,0.015775948006194085,14.7744763167575,0.014005762990564108,41291.49961671018,7.159303640946746e-05,2.5515551897115074e-05,-3.409510612487793,15.820187,6.677625,0.23046541,1.8862504,100.077576,-99.8261,-100.0189,-100.07265,0.027670043,-99.79518,-99.997536,-100.06023,0.030943066,-99.71586,-100.07567,-100.27844,0.04547115,0.00081849546,0.004222071,1987000,0.9204419,-0.007976159,-0.9999019,0.07983337,-1.7461572,-2.3576,-2.6312728,0.22547758,0.174443,0.097207665,0.07198678,0.023659052
1987,1987,0.33903056,-0.0060834503,-0.9992683,0.07878782,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9940,9940000,1000,1000.0,1000,0.0,0.569491,-0.009880916,-0.9979318,0.12677275,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989,1989000,1000,1000.0,1000,0.0,1000000,0.003801509039476514,19.828718579548877,4.308282200014219,0.9597759359749034,0.01642517902655527,14.525319212465547,0.015041473030578345,41312.12344841735,7.306999759748578e-05,1.9280345441075042e-05,-0.9804612994194031,10.20861,6.9096885,-1.4451283,1.7913151,100.03587,-99.71171,-100.016464,-100.045265,0.030019645,-99.711586,-100.011086,-100.05167,0.030630032,-99.73075,-100.0291,-100.09646,0.036178563,7.82154e-05,0.00049578695,1988000,0.635074,-0.01013674,-0.95804477,0.09807089,-1.3959877,-2.3604214,-2.6701713,0.22954364,0.24758835,0.09703124,0.06924036,0.024140256
1988,1988,0.89609116,-0.0047877496,-0.99994665,0.07794147,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9945,9945000,1000,1000.0,1000,0.0,0.9588363,-0.0036962111,-0.9986958,0.11995521,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990,1990000,1000,1000.0,1000,0.0,1000000,0.003967413038481027,19.902822711854242,4.356606719025876,0.97303184698103,0.028038197953719646,14.525990143883973,0.015100241987966001,41332.8116729905,8.814898319542408e-05,1.8958635337185115e-05,2.821084499359131,10.236931,7.259452,1.4719214,1.7093406,100.01262,-99.71894,-100.01739,-100.04636,0.027935527,-99.674995,-99.98369,-100.020256,0.028848961,-99.729095,-100.015274,-100.058105,0.028803648,0.0012163862,8.624344e-05,1989000,0.5703956,-0.0023893763,-0.9399617,0.080188,-1.1544046,-2.4187033,-2.7170978,0.22324806,0.31524515,0.09141704,0.06606621,0.022527311
1989,1989,0.8848714,-0.0025253592,-0.96660906,0.06735623,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9950,9950000,1000,1000.0,1000,0.0,0.3866062,-0.0025305373,-0.42951268,0.10876633,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991,1991000,1000,1000.0,1000,0.0,1000000,0.0037481930339708924,19.494969611230772,4.28564420103794,0.9405187000520527,0.01963286695536226,14.225791684177238,0.019534998980816454,41353.077573434275,9.896699339151382e-05,2.4904620659071952e-05,2.4901435375213623,16.846584,7.234909,0.8457183,1.9603916,100.03615,-99.846565,-100.01811,-100.044205,0.022015152,-99.78326,-100.03632,-100.08253,0.027631024,-99.74847,-100.0228,-100.06568,0.027897416,0.00044076372,0.00013795162,1990000,0.99166656,-0.0031669557,-0.9860709,0.08657291,-1.5142235,-2.4474292,-2.7137828,0.21604666,0.21997894,0.088657565,0.06628559,0.020628966
1990,1990,0.7894623,0.0022341735,-0.99413466,0.07282696,-998.8,5,-994.0,-998.8,-1000.0,2.4,-0.0,-0.9988,-1.0,0.03462022530255978,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.40000004,1.0,0.0012,0.0,0.034620225,9955,9955000,1000,1000.0,1000,0.0,0.99998665,-0.016501402,-1.0,0.16461746,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992,1992000,1000,1000.0,1000,0.0,1000000,0.003838424978312105,20.097034382401034,4.310354240005836,0.9393146169604734,0.017153756984043866,14.810615325463004,0.01566959300544113,41373.98701791052,8.842500392347574e-05,3.328569800942205e-05,0.7492800354957581,16.542406,7.072673,-0.14083403,1.8952657,100.04017,-99.81663,-100.01487,-100.04506,0.02305124,-99.87779,-100.03946,-100.07532,0.023051871,-99.87639,-100.03814,-100.07052,0.022967834,0.000650416,0.00057782914,1991000,0.9948021,0.0005710628,-0.99915385,0.0859521,-1.5122592,-2.426626,-2.7107642,0.22137259,0.22041145,0.09062273,0.066485986,0.021502571
1991,1991,0.46672738,-0.0038280562,-0.9869077,0.07170048,-999.8,5,-999.0,-999.8,-1000.0,0.4,-0.0,-0.9998,-1.0,0.014140721339450827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.0,0.014140722,9960,9960000,1000,1000.0,1000,0.0,0.42206618,-0.0027609898,-0.43098766,0.11592891,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993,1993000,1000,1000.0,1000,0.0,1000000,0.003930985985789448,20.3906879244023,4.303557607985567,0.9401113910134882,0.01697634201264009,15.111837160366122,0.014202043996192515,41395.20941095351,7.239304250106215e-05,3.89834531233646e-05,0.01438981294631958,28.333927,7.001417,-3.3824894,2.5176454,100.030334,-99.77975,-100.0166,-100.04453,0.027767628,-99.83209,-100.02882,-100.06585,0.027100665,-99.806244,-100.02797,-100.07357,0.029707948,0.00018498968,0.00022376569,1992000,0.7402085,-0.011292828,-0.99995285,0.11416569,-0.47698873,-2.3597794,-2.646212,0.2491515,0.6206495,0.09798734,0.070919335,0.03467788
1992,1992,0.6769558,-0.010951265,-0.9999066,0.08734316,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9965,9965000,1000,1000.0,1000,0.0,0.46694946,-0.006698724,-0.76375496,0.11815285,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994,1994000,1000,1000.0,1000,0.0,1000000,0.003786078013945371,20.121284477354493,4.281874101958238,0.9436372060445137,0.015749835991300642,14.862947988323867,0.013214598002377898,41416.14729878114,7.466902025043964e-05,3.772353375097737e-05,6.001834869384766,141.3311,7.5892687,-1.2351823,8.727548,100.025116,-99.82052,-100.01556,-100.04609,0.03173253,-99.74179,-100.02783,-100.09003,0.035871394,-99.71366,-100.02904,-100.10311,0.035640806,0.00038391058,0.0007192908,1993000,0.96114457,-0.01797602,-1.0,0.13287047,2.0,-2.3493972,-2.6561465,0.3578855,7.389056,0.12519118,0.07021829,0.4557383
1993,1993,0.17039172,-0.0061634826,-0.6605341,0.06714776,-999.0,5,-997.0,-999.0,-1000.0,1.2649110640673518,-0.0,-0.999,-1.0,0.03160696125855822,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.4,1.0,0.001,0.0,0.03160696,9970,9970000,1000,1000.0,1000,0.0,0.42697638,-0.0061944444,-0.4501824,0.11392177,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,1995000,1000,1000.0,1000,0.0,1000000,0.0041187789756804705,19.8744413513341,4.30316515796585,0.9431985219707713,0.01586801599478349,14.594353276479524,0.013659803953487426,41436.80961476109,7.779599400237203e-05,4.3700176320271567e-05,2.2326178550720215,16.301773,7.222413,0.19992632,1.7866567,100.06241,-99.86395,-100.0199,-100.04971,0.018528847,-99.888596,-100.00726,-100.16341,0.020999407,-99.89432,-100.05687,-100.113655,0.025945753,0.00034755643,0.0016828534,1994000,0.9833591,-0.010023101,-0.99501985,0.0966331,-1.1811365,-2.4007072,-2.6431458,0.20348787,0.3069297,0.09267148,0.07113713,0.020970108
1994,1994,1.0,-0.117386326,-1.0,0.37106854,-999.8,5,-999.0,-999.8,-1000.0,0.4,-0.0,-0.9998,-1.0,0.014140721339450827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.0,0.014140722,9975,9975000,1000,1000.0,1000,0.0,0.96500313,-0.010448211,-0.6584456,0.119451955,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,1996000,1000,1000.0,1000,0.0,1000000,0.0037563840160146356,19.982414558704477,4.29096509196097,0.9408333059982397,0.015881764004006982,14.718173936766107,0.012730448972433805,41457.59197192354,7.362698670476675e-05,4.7170113248284906e-05,-1.1937942504882812,17.5547,6.8801622,1.1596036,1.7616551,100.02118,-99.83069,-100.02066,-100.05161,0.023095608,-99.82837,-100.01979,-100.05739,0.024335017,-99.8273,-100.0119,-100.04251,0.022949286,9.315242e-05,9.127101e-05,1995000,0.8841413,-0.014427801,-0.9994381,0.108522154,0.33017454,-2.3354754,-2.5964365,0.21195519,1.3912109,0.09959521,0.07453872,0.040145032
1995,1995,0.07959098,-0.0055200793,-0.15517086,0.06237018,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9980,9980000,1000,1000.0,1000,0.0,0.95556253,-0.0073937704,-0.72295713,0.118488364,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,1997000,1000,1000.0,1000,0.0,1000000,0.004519479989539832,19.83778610266745,4.271278849977534,0.9491253030137159,0.016612445993814617,14.58210269571282,0.0140830620075576,41478.224345718045,6.426597246900201e-05,4.06012186431326e-05,3.112255334854126,136.8507,7.3077874,-4.5368032,8.415395,100.0014,-99.0076,-100.01817,-100.053665,0.068011686,-99.84069,-99.986176,-100.01944,0.025240509,-99.85016,-99.99912,-100.03375,0.025632681,0.005003703,0.0043275524,1996000,1.0,-0.032290407,-1.0,0.18182112,1.7598076,-2.2978044,-2.640347,0.2679981,5.8113194,0.110422544,0.071336515,0.19298825
